Country_Name,Indicator_Name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
France,"Population ages 15-19, female (% of female population)",5.553180595,5.574512027,5.611421087,5.652131771,5.690888688,5.714241557,5.720644646,5.713229896,5.711055036,5.715519494
France,"Population ages 05-09, female (% of female population)",5.770259573,5.787494746,5.808139081,5.812334952,5.797431385,5.771105752,5.728747836,5.665989148,5.578070527,5.49103656
France,"Population ages 0-14, male",6180779,6194880,6188896,6165539,6142072,6122298,6096738,6060908,6014710,5970983
France,"Population ages 00-04, female (% of female population)",5.745179234,5.695596314,5.625485381,5.53169186,5.4298901,5.322571525,5.210975045,5.100308745,5.003093708,4.92447149
France,Female headed households (% of households with a female head),,,,,,,,,,
France,"Fertility rate, total (births per woman)",1.99,2,1.96,1.92,1.89,1.87,1.86,1.83,1.83,
France,"Mortality rate, infant, male (per 1,000 live births)",3.4,3.4,3.5,3.6,3.6,3.7,3.8,3.8,3.8,
France,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",,,,,,,,,,
France,"Mortality rate, adult, female (per 1,000 female adults)",50.507,49.309,49.377,48.309,48.266,48.216,47.023,46.883,,
France,Consumption of iodized salt (% of households),,,,,,,,,,
France,Regulatory Quality: Estimate,1.149894834,1.074068427,1.115807652,1.058618426,1.146236777,1.147498608,1.431537747,1.189461946,1.230373263,1.188952327
France,Rule of Law: Percentile Rank,89.20188141,88.46154022,87.61904907,87.61904907,88.57142639,88.09523773,88.57142639,87.14286041,87.14286041,85.37735748
France,Political Stability and Absence of Violence/Terrorism: Standard Error,0.225787356,0.192247406,0.19643338,0.203295976,0.209813088,0.208318025,0.223971575,0.226481333,0.229793489,0.226615027
France,Political Stability and Absence of Violence/Terrorism: Number of Sources,9,9,9,9,9,9,8,7,7,7
France,"Official exchange rate (LCU per US$, period average)",0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667,0.893276257,0.875506397,0.845494139,0.949623753
France,Net secondary income (Net current transfers from abroad) (current LCU),-46283000000,-48418000000,-45917000000,-47253000000,-43756000000,-47051000000,-46081000000,-49086000000,-44659000000,
France,Taxes less subsidies on products (current US$),2.89E+11,2.96E+11,2.56E+11,2.63E+11,2.84E+11,3.09E+11,3.00E+11,2.84E+11,3.36E+11,2.92E+11
France,Gross savings (% of GDP),21.3897746,21.48894054,22.25486926,22.00607565,22.75294457,23.15691984,23.76960098,21.41629887,24.38751271,23.65302661
France,"GNI per capita, PPP (constant 2017 international $)",43760.65414,43945.59701,44282.82342,44633.57217,45584.57087,46291.00885,46907.18465,42890.70201,46321.88728,
France,GNI per capita (constant 2015 US$),37002.93961,37159.32278,37444.47319,37741.05776,38545.19901,39142.5457,39663.5689,36267.32935,39168.65575,
France,"GNI, PPP (current international $)",2.67E+12,2.72E+12,2.78E+12,2.92E+12,3.05E+12,3.20E+12,3.48E+12,3.30E+12,3.58E+12,3.88E+12
France,GNI: linked series (current LCU),2.16E+12,2.20E+12,2.25E+12,2.28E+12,2.35E+12,2.42E+12,2.49E+12,2.35E+12,2.57E+12,2.72E+12
France,Gross domestic income (constant LCU),2.13E+12,2.15E+12,2.20E+12,2.23E+12,2.27E+12,2.30E+12,2.35E+12,2.18E+12,2.32E+12,2.36E+12
France,Total natural resources rents (% of GDP),0.048169836,0.046225178,0.040991341,0.040190159,0.036225044,0.042905112,0.033787819,0.026631865,0.032536637,
France,GDP per capita (constant LCU),32629.80645,32787.91889,33035.14778,33309.02787,33973.54246,34483.32876,34999.16452,32187.16565,34290.63554,35072.99261
France,GDP per capita (current US$),42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829,39055.28293,43658.97898,40963.83734
France,GDP (constant LCU),2.15E+12,2.17E+12,2.20E+12,2.22E+12,2.27E+12,2.32E+12,2.36E+12,2.17E+12,2.32E+12,2.38E+12
France,GDP (current LCU),2.12E+12,2.15E+12,2.20E+12,2.23E+12,2.30E+12,2.36E+12,2.44E+12,2.31E+12,2.50E+12,2.64E+12
France,Gross value added at basic prices (GVA) (constant LCU),1.93E+12,1.95E+12,1.97E+12,1.99E+12,2.03E+12,2.07E+12,2.10E+12,,,
France,Discrepancy in expenditure estimate of GDP (constant LCU),0,0,0,0,0,0,0,0,0,0
France,"Inflation, GDP deflator: linked series (annual %)",0.778100531,0.576944233,1.138248785,0.522559343,0.521577263,0.992224566,1.278592146,2.784576522,1.333318426,3.031669367
France,"Adjusted net savings, excluding particulate emission damage (% of GNI)",7.82363842,8.00440882,8.834243949,8.503047291,9.075947217,9.346731043,9.574749996,5.822813391,,
France,Adjusted net national income per capita (annual % growth),0.377939203,0.699142905,2.1822526,0.855397532,1.71260603,0.892212859,1.610940454,-10.66626621,,
France,Adjusted net national income (constant 2015 US$),1.98E+12,2.00E+12,2.05E+12,2.08E+12,2.12E+12,2.15E+12,2.19E+12,1.96E+12,,
France,Adjusted savings: gross savings (% of GNI),20.92057599,21.030146,21.78360896,21.54880386,22.24551151,22.63126403,23.16154231,21.13958339,,
France,Adjusted savings: energy depletion (% of GNI),0.009665993,0.00715207,0.003985408,0.003138003,0.00424887,0.006698393,0.00576898,0.003400541,,
France,Adjusted savings: consumption of fixed capital (% of GNI),17.64385528,17.65625977,17.46954192,17.56471133,17.62097661,17.8085703,18.04485006,19.79109757,,
France,Adjusted savings: carbon dioxide damage (% of GNI),0.379900498,0.352858803,0.434863171,0.444831574,0.44668949,0.426112514,0.4502017,0.438710968,,
France,"Services, value added (% of GDP)",70.30369041,70.3461076,70.20872149,70.50541844,70.28536828,70.09621268,70.04358733,71.15789045,70.34412025,70.31819195
France,"Services, value added (current LCU)",1.49E+12,1.51E+12,1.54E+12,1.58E+12,1.61E+12,1.66E+12,1.71E+12,1.64E+12,1.76E+12,1.86E+12
France,Medium and high-tech manufacturing value added (% manufacturing value added),46.57768947,47.03514911,47.97553976,49.89486814,48.37670918,50.20277328,50.93852685,52.37585679,,
France,Chemicals (% of value added in manufacturing),12.3583704,12.43134432,12.92863186,13.3295217,13.04900651,13.76814538,14.9614518,15.76195252,15.75812528,
France,"Industry (including construction), value added (constant 2015 US$)",4.32E+11,4.31E+11,4.31E+11,4.31E+11,4.37E+11,4.45E+11,4.54E+11,4.01E+11,4.29E+11,4.24E+11
France,"Manufacturing, value added (constant LCU)",2.24E+11,2.28E+11,2.29E+11,2.31E+11,2.37E+11,2.40E+11,2.45E+11,2.14E+11,2.26E+11,2.28E+11
France,"Manufacturing, value added (current US$)",2.91E+11,2.94E+11,2.54E+11,2.54E+11,2.63E+11,2.78E+11,2.73E+11,2.45E+11,2.63E+11,2.59E+11
France,"Agriculture, forestry, and fishing, value added (% of GDP)",1.458632177,1.55635616,1.605644387,1.437114867,1.542414774,1.648876616,1.522459269,1.569681307,1.640189214,1.804849789
France,"Agriculture, forestry, and fishing, value added (current LCU)",30882000000,33458000000,35299000000,32107000000,35433000000,38968000000,37112000000,36267000000,41019000000,47697000000
France,External balance on goods and services (% of GDP),-1.034579341,-1.145427523,-0.566449178,-0.605068015,-1.064580919,-1.010618176,-0.957362361,-1.963367611,-1.942164127,-4.117965137
France,Imports of goods and services (% of GDP),30.39931721,30.81211202,31.15907156,30.8526052,32.01321411,32.72428539,32.54941778,29.41359525,31.39091596,38.13073913
France,Imports of goods and services (current LCU),6.44E+11,6.62E+11,6.85E+11,6.89E+11,7.35E+11,7.73E+11,7.93E+11,6.80E+11,7.85E+11,1.01E+12
France,"People using at least basic sanitation services, urban (% of urban population)",98.59013092,98.59013092,98.59013092,98.59013092,98.59013092,98.59013092,98.59013092,98.59013092,98.59013092,98.59013092
France,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",,,,,,,10,,,
France,Risk of impoverishing expenditure for surgical care (% of people at risk),0,0,0,0,0,0,0,0,,
France,Prevalence of current tobacco use (% of adults),,,33.7,,,33.6,33.6,33.4,,
France,Number of maternal deaths,68,67,57,56,54,55,54,54,,
France,"Specialist surgical workforce (per 100,000 population)",54.72,63.06,58.63,,,,,,,
France,"Hospital beds (per 1,000 people)",6.28,6.2,6.13,6.06,5.98,5.91,,,,
France,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),,,,,,,,,,
France,"Incidence of HIV, all (per 1,000 uninfected population)",0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,
France,Antiretroviral therapy coverage (% of people living with HIV),77,78,79,79,81,82,82,85,,
France,People using safely managed drinking water services (% of population),98.5895541,98.71844682,98.84819803,98.97879003,99.11024776,99.2425569,99.37573798,99.50978126,99.64470644,99.70414541
France,"People using at least basic drinking water services, urban (% of urban population)",100,100,100,100,100,100,100,100,100,100
France,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",11.3,11,11,10.9,10.8,10.7,10.6,,,
France,"Mortality rate, under-5, female (per 1,000 live births)",3.7,3.7,3.7,3.8,3.8,3.9,3.9,3.9,3.9,
France,"Probability of dying among youth ages 20-24 years (per 1,000)",2.1,2,2,2,1.9,1.9,1.9,1.9,1.8,
France,Number of neonatal deaths,1804,1837,1834,1843,1847,1841,1814,1748,1713,
France,Number of infant deaths,2406,2420,2423,2409,2404,2405,2408,2381,2342,
France,Number of deaths ages 10-14 years,332,326,319,313,308,304,300,296,292,
France,Prevalence of anemia among non-pregnant women (% of women ages 15-49),8.7,8.9,9.2,9.5,9.8,10.1,10.4,,,
France,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",,,11.72756,,,,11.30123,,,
France,Proportion of seats held by women in national parliaments (%),26.86308492,26.16984402,26.16984402,26.16984402,38.99480069,39.58333333,39.68804159,39.51473137,39.51473137,37.26169844
France,"Government expenditure on education, total (% of government expenditure)",9.598536491,9.594199181,9.590435028,9.541593552,9.546895027,9.565526009,9.481998444,8.822711945,8.875411034,
France,"Government expenditure per student, secondary (% of GDP per capita)",26.72217,26.78417,26.46082,26.28009,,,,,,
France,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",,,,,91.83866119,91.94023895,91.87554169,91.57879639,,
France,"School enrollment, tertiary, male (% gross)",53.42694092,54.95663834,56.10226822,57.97095871,58.83111954,60.22154999,60.20674896,60.11280823,60.28762054,
France,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",27.19112015,28.5274601,30.38622093,29.51004028,30.13079071,,32.17383957,,,
France,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",,10.15552998,10.49244022,10.88323975,11.11316967,,12.03503036,,,
France,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",,0.492680013,0.556840003,0.612360001,0.636969984,,0.648119986,,,
France,Adolescents out of school (% of lower secondary school age),1.803150058,2.539890051,2.01315999,1.557819963,1.1523,0.959379971,0.585349977,0.133469999,0.01874,
France,"Secondary education, teachers, female",271734,,,,,275279,274885,,,
France,"School enrollment, secondary, female (% net)",94.0829,93.69613,94.36077,94.68814,95.32789,,,,,
France,"School enrollment, secondary (% gross)",104.3766022,103.425827,103.3960419,103.3080978,103.7560806,103.7733307,104.0768967,104.4285812,104.4150314,
France,"Pupil-teacher ratio, secondary",12.9392,,,,,,,,,
France,"Secondary education, pupils (% female)",49.08487,49.15044,49.04913,49.01155,48.94717,,,,,
France,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",69.61559296,71.98023224,72.44470978,72.71498108,73.03401947,,74.65315247,,,
France,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",27.83460999,29.27766991,31.28231049,30.28495026,30.97691917,,33.13349915,,,
France,"Lower secondary completion rate, total (% of relevant age group)",97.29543304,97.22827148,96.09105682,98.45285034,99.64927673,99.34403992,99.47969055,100.0339737,99.77456665,
France,Children out of school (% of primary school age),0.579230011,1.361879945,0.514980018,0.167199999,0.058400001,0.01472,0.116329998,0.04056,0.095550001,
France,"Children out of school, primary, female",6008,23727,8912,523,,,,,,
France,"Adjusted net enrollment rate, primary (% of primary school age children)",98.91152,98.15483,98.99877,99.37467,99.468,,,,,
France,"Over-age students, primary (% of enrollment)",3.71453,3.50116,3.33166,3.21651,2.90753,,,,,
France,"School enrollment, primary (% net)",98.30237,97.56809,98.43569,98.82171,98.92727,,,,,
France,"School enrollment, primary, male (% gross)",102.4120102,101.5184631,102.3004684,102.5351791,102.7149429,102.7634277,102.5824738,103.00457,103.0564117,
France,"Primary education, pupils (% female)",48.75074,48.73742,48.71999,48.70194,48.72785,,,,,
France,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",98.10269928,97.80996704,97.7700119,97.88860321,97.77365875,,97.89813232,,,
France,"Pupil-teacher ratio, preprimary",20.33179,,,,,,,,,
France,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.005679965,1.006850004,1.003419995,1.002500057,1.001940012,1.000800014,0.998740017,0.997049987,,
France,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",74.8815155,72.59615326,74.76190186,73.33333588,75.7142868,75.23809814,82.38095093,74.76190186,76.66666412,75.94339752
France,Rule of Law: Standard Error,0.150542721,0.16193755,0.157468289,0.168872342,0.158714339,0.152301222,0.15516597,0.150381744,0.157173991,0.164331362
France,Rule of Law: Number of Sources,13,12,12,11,11,11,11,10,10,10
France,"Listed domestic companies, total",500,495,490,485,465,457,,,,
France,Control of Corruption: Standard Error,0.136826456,0.131766394,0.131919384,0.135750815,0.124809504,0.134504512,0.143416926,0.14979665,0.162209302,0.162981451
France,Control of Corruption: Number of Sources,11,10,10,11,11,11,11,10,10,10
France,"Personal transfers, receipts (BoP, current US$)",717122599.2,627296036.4,599175170.2,511415120,606891086.9,425251692,330514783.6,289933564.7,262682405,243558571.3
France,"Foreign direct investment, net inflows (BoP, current US$)",31589283791,5804878133,42825414106,32803666729,35868111746,77493098693,53499337504,19368829836,95864839856,1.05E+11
France,"Charges for the use of intellectual property, receipts (BoP, current US$)",13169451182,14543103950,15242960369,15482080302,16843554962,17743916341,15407019867,14111748014,15480230955,14126390161
France,"Exports of goods and services (BoP, current US$)",8.37E+11,8.54E+11,7.78E+11,7.80E+11,8.35E+11,9.16E+11,8.92E+11,7.52E+11,9.26E+11,1.01E+12
France,"ICT service exports (BoP, current US$)",16977297473,18926577171,17221282938,18164507205,18627214046,22057565506,19646000457,20820808851,24213623784,25557697535
France,"Net secondary income (BoP, current US$)",-59126546908,-64055362450,-50017764860,-52268941444,-48757944662,-56044704515,-48658952844,-49977994127,-48760847748,-48120522216
France,"Net errors and omissions (BoP, current US$)",2934495927,21930438466,8991348361,-8255580380,-17653904117,-9032730346,-16528512080,-16683532194,-15867462437,-14454224813
France,"Net financial account (BoP, current US$)",-18894838436,-12868016682,-1248698418,-19212779038,-35347458590,-30933260215,-565686006.2,-55761678655,5334617791,-59812071823
France,"Secondary income, other sectors, payments (BoP, current US$)",30573494307,47914676522,40880164534,40908606060,43928298238,48068860615,40551208034,44590410358,52100222440,50695140646
France,"Transport services (% of service imports, BoP)",22.15615397,20.53601179,19.29391186,19.29073274,19.96660588,19.72511061,19.34075173,19.20828894,20.06329272,22.17335101
France,"Goods imports (BoP, current US$)",6.39E+11,6.37E+11,5.54E+11,5.57E+11,6.11E+11,6.74E+11,6.49E+11,5.72E+11,7.02E+11,8.14E+11
France,"Communications, computer, etc. (% of service imports, BoP)",52.23858544,54.60203725,58.37837689,57.1732786,55.60608522,55.47370672,55.0314892,60.02559588,57.37009205,55.9847363
France,Livestock production index (2014-2016 = 100),96.66,99.19,100.2,100.61,99.19,98.74,97.77,98.29,97.18,
France,Average precipitation in depth (mm per year),867,867,867,867,867,867,867,867,,
France,Land area where elevation is below 5 meters (% of total land area),,,1.492123778,,,,,,,
France,Rural land area where elevation is below 5 meters (sq. km),,,7410.751015,,,,,,,
France,Arable land (hectares per person),0.277349472,0.276467027,0.277673626,0.275101723,0.275925184,0.269905388,0.268074772,0.265743167,0.265042916,
France,Fertilizer consumption (kilograms per hectare of arable land),169.4173946,168.4267254,170.4009481,163.1391209,177.6248273,170.970794,156.6553776,173.3569236,153.3236321,
France,"Intentional homicides, male (per 100,000 male)",,,2.041537624,1.605879341,1.460268841,1.521649477,1.579897969,1.597373533,1.622042831,
France,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",81.22065735,76.35468292,76.84729004,75.36946106,76.84729004,77.66990662,77.29468536,74.87922668,76.32849884,75.36231995
France,Travel services (% of commercial service exports),22.30312759,21.50077364,22.88965117,21.40783438,21.63872665,21.6587609,21.49801054,13.298937,13.41197807,17.2856095
France,Commercial service exports (current US$),2.53E+11,2.72E+11,2.55E+11,2.58E+11,2.74E+11,3.02E+11,2.95E+11,2.45E+11,3.03E+11,3.42E+11
France,Merchandise exports by the reporting economy (current US$),5.80E+11,5.81E+11,5.06E+11,5.01E+11,5.35E+11,5.82E+11,5.71E+11,4.88E+11,,
France,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),4.31355158,4.217572705,4.425155535,3.999639994,3.93615004,3.723442341,3.574266132,3.412035713,,
France,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),20.01564332,19.54633073,19.8067781,18.94551904,18.93285182,18.1942098,17.70007814,17.64081096,,
France,Ores and metals exports (% of merchandise exports),2.259622137,2.233310961,2.061878865,1.931980203,2.171145198,2.168820452,2.015185295,2.039415961,2.594381131,2.550530053
France,Fuel exports (% of merchandise exports),3.91482106,3.879573777,2.955281029,2.307613105,2.800759721,3.292465553,2.775336441,1.882434084,3.192901425,5.346252114
France,Export volume index (2015 = 100),97.95196945,98.27885545,100,100.1751352,101.3764732,102.5402763,103.1932493,86.23267282,93.24523127,
France,Transport services (% of commercial service imports),22.20465637,20.57625546,19.29491971,19.29176977,19.96923635,19.72555285,19.35173038,19.20871206,20.06472592,22.1747214
France,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),1.032619699,1.212258641,1.249097552,1.116367718,1.171990218,1.283884979,1.358941744,1.203312245,,
France,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),6.088758166,6.300754605,6.939763439,6.836580934,6.832296316,7.002920487,7.221875087,8.848606635,,
France,Merchandise imports from economies in the Arab World (% of total merchandise imports),4.972113575,4.868961268,3.995832996,3.407187416,3.752316484,4.478041027,4.475505082,3.237394097,,
France,ICT goods imports (% total goods imports),6.291329904,6.209418837,6.673410191,6.666894087,6.506995853,6.135607308,6.178979622,6.679018127,6.445626019,
France,Import unit value index (2015 = 100),120.4416127,119.7544215,100,99.27939713,106.7418405,115.9611682,112.7771351,114.225119,128.5055915,
France,"Tariff rate, most favored nation, simple mean, primary products (%)",10.24,10.26,10.28,10.31,10.03,9.99,12.26,5.58,,
France,"Binding coverage, primary products (%)",100,100,100,100,99.92,99.92,99.92,99.92,,
France,"Tariff rate, most favored nation, simple mean, all products (%)",5.71,5.71,5.72,5.69,5.62,5.6,6.16,4.32,,
France,"Binding coverage, all products (%)",100,100,100,100,99.98,99.98,99.98,99.98,,
France,"Tariff rate, most favored nation, simple mean, manufactured products (%)",4.19,4.18,4.19,4.13,4.14,4.12,4.1,3.96,,
France,"Binding coverage, manufactured products (%)",100,100,100,100,100,100,100,100,,
France,"International tourism, expenditures (current US$)",52444000000,58464000000,47713000000,49029000000,53787000000,59131000000,59751000000,31193000000,,
France,"International tourism, receipts for passenger transport items (current US$)",9603000000,8980000000,8115000000,8219000000,8485000000,7156000000,7352000000,3312000000,,
France,"International tourism, number of arrivals",204410000,206599000,203302000,203042000,207274000,211998000,217877000,117109000,,
France,Urban population growth (annual %),0.841828231,0.795000594,0.683771062,0.592247249,0.618752779,0.687212829,0.670255811,0.600387385,0.593043485,0.602314012
France,"Population, female (% of total population)",51.61892648,51.62498038,51.63022922,51.63446575,51.6374978,51.64009171,51.64383767,51.64988931,51.65886726,51.67472918
France,Researchers in R&D (per million people),4154.81543,4233.638184,4336.01416,4414.69873,4569.907715,4699.741699,4811.530762,4926.188965,,
France,Age dependency ratio (% of working-age population),57.43233757,58.51129901,59.46928012,60.26069631,60.99057071,61.67010144,62.27974038,62.76491803,63.12317152,63.55214818
France,"Population ages 75-79, male (% of male population)",3.062886395,3.061006416,3.044970055,3.001205928,2.977035258,3.01157594,3.069545872,3.141932701,3.34833397,3.678635776
France,Population ages 65 and above (% of total population),18.17498585,18.6484202,19.10506446,19.52716296,19.9283842,20.31023071,20.67632521,21.00954771,21.32325522,21.65841996
France,"Population ages 65 and above, female (% of female population)",20.40214187,20.85179776,21.28648876,21.68749651,22.0705902,22.43755852,22.79370959,23.12650485,23.44851193,23.77675891
France,"Population ages 60-64, male (% of male population)",6.316287582,6.222482762,6.135380461,6.070348307,6.031658177,6.010837136,6.014173836,6.037266853,6.070431183,6.095550563
France,"Population ages 50-54, male (% of male population)",6.676904169,6.708088779,6.730501639,6.745143976,6.745368603,6.714918504,6.670311564,6.655394277,6.68845675,6.762655501
France,"Population ages 40-44, male (% of male population)",7.137477547,7.12260953,7.019811685,6.826946888,6.610359818,6.434577911,6.318769816,6.307569398,6.38276098,6.44998053
France,"Population ages 30-34, male (% of male population)",6.423846625,6.374266135,6.29856397,6.205741384,6.121005355,6.0782787,6.061755418,6.031169248,5.985737147,5.93540356
France,"Population ages 20-24, male (% of male population)",6.186530423,6.047678314,5.928449478,5.84157674,5.779835944,5.775052242,5.831904347,5.914516074,6.000343546,6.03109536
France,"Population ages 15-64, male (% of male population)",64.84552696,64.39134591,63.99680819,63.67395111,63.38033701,63.11062438,62.87547564,62.70037856,62.58286343,62.41921186
France,"Population ages 15-19, male (% of male population)",6.212998789,6.250653223,6.310407621,6.370987014,6.421738535,6.449987427,6.454772699,6.438934126,6.427492177,6.424276897
France,"Population ages 05-09, male (% of male population)",6.440852562,6.461439985,6.484811089,6.48953936,6.474421038,6.446302333,6.395449457,6.321860759,6.225179198,6.129143794
France,"Population ages 0-14, male (% of male population)",19.35569332,19.31164013,19.22659486,19.10523214,18.97855,18.85076635,18.70954191,18.5515081,18.36499814,18.1875306
France,"Population ages 00-04, male (% of male population)",6.400057568,6.344623028,6.265495382,6.162487654,6.049049238,5.929177962,5.806889296,5.6850508,5.577995328,5.493669294
